row_origin,topic,feature_id,title,implementation_status,lifecycle_stage,adr_ids,spec_ids,code_paths,doc_paths,test_paths
registry,auth-security,feat:openidconnect-security-dependency-001,OpenIdConnect security dependency,partial,active,adr:1032,spc:2012,,.ssot/adr/ADR-1032-status-auth-and-error-projections-derive-from-canonical-outcomes.yaml;.ssot/specs/SPEC-2012-status-auth-and-error-parity.yaml,
registry,auth-security,feat:rest-create-success-status-001,REST create success status projection,partial,active,adr:1032,spc:2012,,.ssot/adr/ADR-1032-status-auth-and-error-projections-derive-from-canonical-outcomes.yaml;.ssot/specs/SPEC-2012-status-auth-and-error-parity.yaml,
registry,auth-security,feat:security-concrete-dependency-helper-001,Security concrete dependency helper,partial,active,adr:1032,spc:2012,,.ssot/adr/ADR-1032-status-auth-and-error-projections-derive-from-canonical-outcomes.yaml;.ssot/specs/SPEC-2012-status-auth-and-error-parity.yaml,
registry,auth-security,feat:validation-failure-projection-parity-001,Validation failure projection parity,partial,active,adr:1032,spc:2012,,.ssot/adr/ADR-1032-status-auth-and-error-projections-derive-from-canonical-outcomes.yaml;.ssot/specs/SPEC-2012-status-auth-and-error-parity.yaml,
registry,cli,feat:cli-001,CLI-001 feature,implemented,active,,,.github/workflows/cli-smoke.yml;.github/workflows/evidence-lanes.yml;pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,docs/conformance/CURRENT_TARGET.md;docs/conformance/dev/0.3.18.dev1/gate-results/cli-smoke.md;docs/conformance/dev/0.3.18.dev1/gate-results/server-compat-smoke.md;docs/developer/CLI_REFERENCE.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-002,CLI-002 feature,implemented,active,,,.github/workflows/cli-smoke.yml;.github/workflows/evidence-lanes.yml;pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,docs/conformance/CURRENT_TARGET.md;docs/conformance/dev/0.3.18.dev1/gate-results/cli-smoke.md;docs/conformance/dev/0.3.18.dev1/gate-results/server-compat-smoke.md;docs/developer/CLI_REFERENCE.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-module-target-resolution-001,CLI module target resolution,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-path-target-resolution-001,CLI path target resolution,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-shared-target-loader-001,CLI shared target loader,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-target-error-classification-001,CLI target error classification,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-target-resolution-001,CLI target resolution and app loading,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:cli-target-surface-loading-001,CLI target surface loading,partial,active,adr:1039,spc:2017,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/specs/SPEC-2017-cli-target-resolution-and-app-loading.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-daphne-001,Out-of-boundary server daphne,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-granian-001,Out-of-boundary server granian,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-gunicorn-001,Supported server gunicorn,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-hypercorn-001,Supported server hypercorn,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-tigrcorn-001,Supported server tigrcorn,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-twisted-001,Out-of-boundary server twisted,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,cli,feat:server-support-uvicorn-001,Supported server uvicorn,implemented,active,adr:1022,spc:2045,pkgs/core/tigrbl/tigrbl/__main__.py;pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1022-tigrcorn-uvicorn-hypercorn-interop-and-conformance.yaml;.ssot/specs/SPEC-2045-supported-server-runner-surface.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py
registry,diagnostics,feat:build-healthz-endpoint-helper-001,build_healthz_endpoint helper surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:build-hookz-endpoint-helper-001,build_hookz_endpoint helper surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/hook/types.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_spec.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_types.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:build-kernelz-endpoint-helper-001,build_kernelz_endpoint helper surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:build-methodz-endpoint-helper-001,build_methodz_endpoint helper surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:diagnostics-absence-warning-suppression-001,Diagnostics absence-warning suppression,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:diagnostics-contract-001,Diagnostics endpoint contracts,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:diagnostics-router-mount-surface-001,Diagnostics router mount surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:diagnostics-system-prefix-mount-001,Diagnostics system-prefix mount,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:diagnostics-warning-vocabulary-001,Diagnostics warning vocabulary,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:healthz-mount-surface-001,Healthz mount surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:healthz-stable-payload-001,Healthz stable payload,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:healthz-uix-surface-001,Healthz UIX surface,absent,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:hookz-mount-surface-001,Hookz mount surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/hook/types.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_spec.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_types.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:hookz-payload-surface-001,Hookz payload surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/hook/types.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_spec.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/hook_types.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:kernelz-bounded-payload-001,Kernelz bounded payload,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:kernelz-mount-surface-001,Kernelz mount surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:kernelz-uix-surface-001,Kernelz UIX surface,absent,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:methodz-mount-surface-001,Methodz mount surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:methodz-payload-surface-001,Methodz payload surface,partial,active,adr:1050,spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,diagnostics,feat:uniform-diagnostics-uix-surface-001,Uniform diagnostics UIX surface,absent,active,adr:1050,spc:2010;spc:2021,pkgs/core/tigrbl/tigrbl/system/diagnostics/healthz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/hookz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/kernelz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/methodz.py;pkgs/core/tigrbl/tigrbl/system/diagnostics/router.py,.ssot/adr/ADR-1050-diagnostics-surface-contract-and-stability-boundary.yaml;.ssot/specs/SPEC-2010-documentation-support.yaml;.ssot/specs/SPEC-2021-diagnostics-endpoint-contracts.yaml,
registry,docs,feat:analytical-runtime-docs-export-parity-001,Analytical runtime/docs/export parity,partial,active,adr:1001;adr:1013;adr:1015;adr:1049;adr:1052,spc:2022;spc:2029,,.ssot/adr/ADR-1001-one-semantic-op-model.yaml;.ssot/adr/ADR-1013-default-canonical-oltp-ops.yaml;.ssot/adr/ADR-1015-engine-interoperability-contract.yaml;.ssot/adr/ADR-1049-canonical-non-oltp-verb-families.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2022-canonical-analytical-verb-family.yaml;.ssot/specs/SPEC-2029-op-extension-surface.yaml,
registry,docs,feat:asyncapi-mount-surface-001,AsyncAPI mount surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:asyncapi-payload-surface-001,AsyncAPI payload surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:asyncapi-uix-surface-001,AsyncAPI UIX surface,absent,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:build-asyncapi-spec-helper-surface-001,build_asyncapi_spec helper surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:build-json-schema-bundle-helper-surface-001,build_json_schema_bundle helper surface,partial,active,,spc:2010,,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:build-lens-helper-surface-001,build_lens helper surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:build-openapi-helper-surface-001,build_openapi helper surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
registry,docs,feat:build-openrpc-spec-helper-surface-001,build_openrpc_spec helper surface,partial,active,,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/specs/SPEC-2010-documentation-support.yaml,
